ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
73666,205,gr,277619,pesoGR
73667,866,gr,293232,volumenCm3
73668,235,ml,341452,pesoGR
73669,775,gr,766032,pesoGR
73670,393,gr,601523,volumenCm3
73671,815,ml,46830,volumenCm3
73672,827,gr,985578,volumenCm3
73673,360,ml,241891,pesoGR
73674,647,gr,383397,volumenCm3
73675,793,gr,390724,volumenCm3
73676,352,gr,950613,volumenCm3
73677,839,gr,272926,pesoGR
73678,474,gr,758395,pesoGR
73679,289,ml,729106,pesoGR
73680,771,ml,423158,pesoGR
73681,454,gr,629108,volumenCm3
73682,503,ml,27044,volumenCm3
73683,734,ml,661647,pesoGR
73684,172,ml,127701,volumenCm3
73685,303,gr,38349,volumenCm3
73686,36,gr,857120,pesoGR
73687,419,ml,268955,pesoGR
73688,28,ml,682208,volumenCm3
73689,443,ml,795976,pesoGR
73690,855,gr,544863,volumenCm3
73691,966,ml,460892,volumenCm3
73692,328,gr,315081,volumenCm3
73693,313,gr,752706,pesoGR
73694,105,gr,566445,volumenCm3
73695,803,gr,314026,pesoGR
73696,192,ml,668518,pesoGR
73697,229,ml,453189,pesoGR
73698,101,gr,843136,volumenCm3
73699,310,gr,41821,volumenCm3
73700,142,ml,257887,volumenCm3
73701,964,gr,386359,volumenCm3
73702,791,ml,656803,volumenCm3
73703,15,ml,944622,volumenCm3
73704,350,ml,418737,pesoGR
73705,682,gr,297710,volumenCm3
73706,378,ml,152760,volumenCm3
73707,36,ml,801692,pesoGR
73708,240,gr,308264,volumenCm3
73709,995,ml,421650,pesoGR
73710,700,gr,457030,pesoGR
73711,198,gr,287413,volumenCm3
73712,669,ml,134100,volumenCm3
73713,73,gr,546694,volumenCm3
73714,916,gr,550086,volumenCm3
73715,965,gr,570976,pesoGR
73716,783,ml,586541,volumenCm3
73717,775,gr,516549,pesoGR
73718,490,ml,510472,volumenCm3
73719,725,ml,823602,volumenCm3
73720,450,gr,728599,volumenCm3
73721,427,ml,727192,pesoGR
73722,347,gr,469007,volumenCm3
73723,950,ml,557892,pesoGR
73724,166,ml,270294,volumenCm3
73725,99,gr,458262,volumenCm3
73726,741,gr,774791,volumenCm3
73727,853,ml,907315,volumenCm3
73728,653,gr,690325,pesoGR
73729,717,gr,979690,volumenCm3
73730,297,ml,554178,pesoGR
73731,614,gr,787645,volumenCm3
73732,668,gr,198895,volumenCm3
73733,483,gr,505365,volumenCm3
73734,38,ml,693697,volumenCm3
73735,63,ml,93660,volumenCm3
73736,862,gr,99934,volumenCm3
73737,610,gr,161041,volumenCm3
73738,730,ml,540086,pesoGR
73739,312,ml,571590,volumenCm3
73740,691,gr,855718,volumenCm3
73741,689,ml,628445,pesoGR
73742,362,gr,500816,pesoGR
73743,583,gr,950454,pesoGR
73744,666,ml,848863,pesoGR
73745,515,gr,278402,pesoGR
73746,121,ml,124584,volumenCm3
73747,283,gr,215184,pesoGR
73748,99,ml,578564,pesoGR
73749,21,gr,261079,volumenCm3
73750,934,gr,170009,pesoGR
73751,576,gr,450705,volumenCm3
73752,612,gr,663085,volumenCm3
73753,482,ml,504188,pesoGR
73754,168,gr,186315,pesoGR
73755,57,ml,308902,pesoGR
73756,863,ml,940199,volumenCm3
73757,39,gr,457178,pesoGR
73758,244,ml,769223,pesoGR
73759,674,ml,677186,volumenCm3
73760,812,ml,552101,pesoGR
73761,409,gr,650424,pesoGR
73762,829,ml,325605,pesoGR
73763,823,gr,770529,pesoGR
73764,456,ml,863772,pesoGR
73765,226,gr,10042,pesoGR
73766,150,ml,610789,pesoGR
73767,231,ml,794147,pesoGR
73768,677,ml,630443,volumenCm3
73769,614,gr,248796,volumenCm3
73770,509,gr,341877,pesoGR
73771,75,gr,4829,pesoGR
73772,992,ml,990684,volumenCm3
73773,12,ml,657045,volumenCm3
73774,333,ml,487326,pesoGR
73775,558,ml,263379,pesoGR
73776,67,gr,812679,volumenCm3
73777,441,ml,666709,pesoGR
73778,836,gr,866009,pesoGR
73779,566,gr,654986,volumenCm3
73780,773,gr,685825,pesoGR
73781,49,ml,271667,volumenCm3
73782,844,gr,642760,pesoGR
73783,739,ml,664566,volumenCm3
73784,525,gr,269546,pesoGR
73785,940,ml,397422,pesoGR
73786,359,gr,559303,pesoGR
73787,78,ml,167696,pesoGR
73788,518,ml,193175,volumenCm3
73789,876,gr,229311,volumenCm3
73790,920,ml,106581,pesoGR
73791,998,gr,58181,pesoGR
73792,865,ml,729026,pesoGR
73793,5,gr,250540,volumenCm3
73794,352,ml,210999,pesoGR
73795,785,gr,810978,volumenCm3
73796,110,gr,644781,pesoGR
73797,715,ml,288496,volumenCm3
73798,950,ml,262827,volumenCm3
73799,418,ml,99269,volumenCm3
73800,296,gr,986183,pesoGR
73801,884,ml,688076,pesoGR
73802,18,gr,832137,volumenCm3
73803,478,ml,925059,pesoGR
73804,371,gr,834620,pesoGR
73805,364,gr,994480,pesoGR
73806,993,ml,52165,pesoGR
73807,665,ml,104035,volumenCm3
73808,122,gr,867373,volumenCm3
73809,389,gr,877967,pesoGR
73810,36,gr,864471,pesoGR
73811,904,ml,4930,volumenCm3
73812,330,ml,940110,volumenCm3
73813,717,ml,392630,volumenCm3
73814,399,ml,871154,volumenCm3
73815,30,ml,936165,pesoGR
73816,973,ml,813340,pesoGR
73817,66,gr,539049,volumenCm3
73818,3,gr,264338,pesoGR
73819,410,ml,419195,volumenCm3
73820,934,ml,381947,pesoGR
73821,344,ml,197874,pesoGR
73822,459,ml,442526,pesoGR
73823,195,gr,983843,volumenCm3
73824,788,ml,998829,volumenCm3
73825,600,ml,737755,volumenCm3
73826,321,gr,579835,volumenCm3
73827,418,gr,973814,volumenCm3
73828,434,gr,647893,pesoGR
73829,73,gr,215624,volumenCm3
73830,665,ml,936023,volumenCm3
73831,956,gr,365244,pesoGR
73832,336,gr,616478,volumenCm3
73833,63,ml,967519,pesoGR
73834,425,ml,127652,volumenCm3
73835,752,gr,483274,pesoGR
73836,686,gr,469250,volumenCm3
73837,273,ml,423594,pesoGR
73838,455,ml,570310,volumenCm3
73839,872,gr,649597,pesoGR
73840,607,gr,872241,volumenCm3
73841,791,gr,802651,volumenCm3
73842,104,gr,490357,volumenCm3
73843,840,gr,79643,pesoGR
73844,523,gr,958103,volumenCm3
73845,879,gr,359693,pesoGR
73846,327,gr,472183,volumenCm3
73847,850,gr,448967,volumenCm3
73848,796,gr,469969,pesoGR
73849,830,ml,353574,volumenCm3
73850,633,ml,34133,pesoGR
73851,999,ml,507280,volumenCm3
73852,195,gr,813306,pesoGR
73853,890,ml,984890,volumenCm3
73854,482,gr,232716,volumenCm3
73855,496,gr,723993,pesoGR
73856,310,gr,33551,pesoGR
73857,697,gr,602996,volumenCm3
73858,989,ml,216663,volumenCm3
73859,693,gr,166165,volumenCm3
73860,760,ml,420297,volumenCm3
73861,33,gr,130889,pesoGR
73862,165,gr,599204,pesoGR
73863,87,ml,997442,pesoGR
73864,918,gr,16720,volumenCm3
73865,231,gr,42356,volumenCm3
73866,971,ml,217592,volumenCm3
73867,902,ml,107805,pesoGR
73868,602,ml,435212,volumenCm3
73869,65,ml,904800,volumenCm3
73870,553,gr,888673,pesoGR
73871,798,ml,444865,pesoGR
73872,212,gr,10252,volumenCm3
73873,439,gr,432708,pesoGR
73874,493,ml,199942,volumenCm3
73875,818,gr,129891,volumenCm3
73876,765,ml,423983,pesoGR
73877,719,ml,503516,pesoGR
73878,17,gr,18879,volumenCm3
73879,331,gr,103171,pesoGR
73880,665,ml,516154,pesoGR
73881,52,gr,209656,volumenCm3
73882,48,gr,724053,volumenCm3
73883,331,ml,98720,pesoGR
73884,307,gr,82493,pesoGR
73885,400,gr,724610,volumenCm3
73886,312,gr,14789,pesoGR
73887,495,ml,315781,volumenCm3
73888,414,ml,657223,volumenCm3
73889,858,ml,306360,pesoGR
73890,177,ml,101307,volumenCm3
73891,741,ml,306820,volumenCm3
73892,217,ml,742050,volumenCm3
73893,223,gr,782902,volumenCm3
73894,770,ml,688035,pesoGR
73895,454,gr,357348,volumenCm3
73896,327,ml,981427,volumenCm3
73897,365,gr,565804,volumenCm3
73898,714,ml,840663,volumenCm3
73899,770,gr,840530,volumenCm3
73900,184,gr,993579,pesoGR
73901,220,gr,568410,volumenCm3
73902,32,ml,360212,pesoGR
73903,949,ml,942805,volumenCm3
73904,631,gr,340109,pesoGR
73905,239,gr,40556,pesoGR
73906,455,ml,644195,volumenCm3
73907,977,ml,341452,pesoGR
73908,151,gr,226046,pesoGR
73909,623,gr,172074,volumenCm3
73910,300,ml,98350,pesoGR
73911,6,gr,75181,volumenCm3
73912,670,ml,85585,volumenCm3
73913,1000,ml,311580,pesoGR
73914,594,gr,435197,pesoGR
73915,263,ml,670600,volumenCm3
73916,85,gr,148826,volumenCm3
73917,757,ml,363227,pesoGR
73918,978,gr,384504,pesoGR
73919,238,ml,379692,pesoGR
73920,529,ml,112044,volumenCm3
73921,731,gr,526565,pesoGR
73922,569,ml,336340,volumenCm3
73923,163,ml,192049,volumenCm3
73924,936,ml,591694,volumenCm3
73925,649,gr,359325,pesoGR
73926,514,gr,420766,pesoGR
73927,480,ml,541846,volumenCm3
73928,570,ml,727916,volumenCm3
73929,720,ml,163286,volumenCm3
73930,207,ml,174996,pesoGR
73931,913,ml,605961,pesoGR
73932,663,ml,584888,volumenCm3
73933,460,ml,864176,pesoGR
73934,479,gr,965809,pesoGR
73935,678,gr,487900,volumenCm3
73936,810,gr,591918,pesoGR
73937,746,ml,672848,volumenCm3
73938,949,ml,865716,pesoGR
73939,353,gr,257417,pesoGR
73940,742,ml,809595,pesoGR
73941,180,ml,976936,pesoGR
73942,154,gr,666722,volumenCm3
73943,893,gr,430820,pesoGR
73944,365,gr,253405,pesoGR
73945,354,gr,749971,volumenCm3
73946,706,gr,501079,volumenCm3
73947,764,ml,880803,pesoGR
73948,234,ml,207058,volumenCm3
73949,139,ml,684409,pesoGR
73950,185,ml,58513,pesoGR
73951,344,gr,314335,volumenCm3
73952,726,gr,457451,volumenCm3
73953,249,ml,753988,pesoGR
73954,40,gr,735459,pesoGR
73955,974,ml,78506,pesoGR
73956,402,gr,377046,pesoGR
73957,864,gr,430640,volumenCm3
73958,460,ml,424782,volumenCm3
73959,723,ml,210251,volumenCm3
73960,159,ml,448727,pesoGR
73961,68,gr,749744,pesoGR
73962,177,ml,981552,volumenCm3
73963,404,gr,547445,pesoGR
73964,113,gr,68734,volumenCm3
73965,690,gr,315203,pesoGR
73966,949,gr,233375,pesoGR
73967,865,ml,754331,volumenCm3
73968,284,gr,942233,pesoGR
73969,979,ml,396123,volumenCm3
73970,90,ml,132889,volumenCm3
73971,674,ml,616313,pesoGR
73972,120,gr,35906,pesoGR
73973,289,gr,312291,volumenCm3
73974,254,gr,457460,pesoGR
73975,131,gr,761153,volumenCm3
73976,523,gr,503347,volumenCm3
73977,588,ml,470924,volumenCm3
73978,903,ml,126033,pesoGR
73979,825,gr,346117,pesoGR
73980,744,gr,811976,pesoGR
73981,284,ml,874840,volumenCm3
73982,768,gr,959735,volumenCm3
73983,714,ml,238913,pesoGR
73984,163,ml,283949,pesoGR
73985,778,gr,991819,volumenCm3
73986,249,ml,127908,pesoGR
73987,730,ml,472448,pesoGR
73988,794,gr,916731,pesoGR
73989,930,gr,21357,volumenCm3
73990,241,ml,327547,volumenCm3
73991,156,ml,65814,volumenCm3
73992,471,gr,69545,pesoGR
73993,113,gr,83836,volumenCm3
73994,742,gr,195587,pesoGR
73995,169,ml,77570,volumenCm3
73996,928,ml,22199,pesoGR
73997,108,ml,158198,volumenCm3
73998,605,gr,646633,volumenCm3
73999,655,gr,609870,volumenCm3
74000,215,gr,422886,volumenCm3
74001,914,gr,27383,volumenCm3
74002,263,gr,470571,volumenCm3
74003,948,gr,615606,pesoGR
74004,122,gr,451791,pesoGR
74005,847,ml,667818,pesoGR
74006,424,ml,319826,pesoGR
74007,202,ml,137708,pesoGR
74008,942,ml,686865,volumenCm3
74009,237,gr,800991,volumenCm3
74010,122,ml,84439,pesoGR
74011,267,ml,24398,pesoGR
74012,691,gr,992695,volumenCm3
74013,29,ml,848710,pesoGR
74014,150,ml,496564,volumenCm3
74015,621,ml,382896,pesoGR
74016,712,ml,295123,pesoGR
74017,489,gr,31145,pesoGR
74018,253,gr,181473,pesoGR
74019,118,ml,200683,volumenCm3
74020,142,gr,875230,pesoGR
74021,101,ml,600212,pesoGR
74022,153,ml,126190,pesoGR
74023,267,gr,145831,volumenCm3
74024,477,ml,145894,pesoGR
74025,977,gr,724800,volumenCm3
74026,832,gr,110099,volumenCm3
74027,87,ml,835862,volumenCm3
74028,663,ml,923036,volumenCm3
74029,939,gr,601783,volumenCm3
74030,806,gr,404230,pesoGR
74031,314,ml,409976,pesoGR
74032,37,ml,827494,pesoGR
74033,86,ml,970274,pesoGR
74034,844,gr,595281,volumenCm3
74035,730,ml,24708,volumenCm3
74036,795,gr,528461,pesoGR
74037,71,ml,937759,pesoGR
74038,624,ml,698030,pesoGR
74039,139,gr,117436,pesoGR
74040,170,gr,152145,pesoGR
74041,447,ml,12346,pesoGR
74042,240,gr,319831,volumenCm3
74043,829,gr,674871,volumenCm3
74044,155,gr,800120,volumenCm3
74045,643,gr,455022,volumenCm3
74046,851,gr,770148,pesoGR
74047,312,ml,589828,pesoGR
74048,821,ml,849148,pesoGR
74049,195,ml,265761,pesoGR
74050,699,ml,673704,volumenCm3
74051,246,gr,219183,pesoGR
74052,571,gr,622293,pesoGR
74053,410,gr,960590,pesoGR
74054,996,gr,941233,pesoGR
74055,683,ml,636574,volumenCm3
74056,236,ml,2106,volumenCm3
74057,935,gr,647013,pesoGR
74058,452,gr,201731,pesoGR
74059,338,ml,876457,volumenCm3
74060,802,gr,933529,pesoGR
74061,229,gr,573798,volumenCm3
74062,443,ml,879419,volumenCm3
74063,293,ml,787292,pesoGR
74064,147,ml,125978,volumenCm3
74065,433,gr,507010,volumenCm3
74066,724,ml,599477,pesoGR
74067,368,gr,59865,pesoGR
74068,612,ml,389879,pesoGR
74069,366,gr,211622,pesoGR
74070,502,gr,210337,volumenCm3
74071,627,ml,888983,volumenCm3
74072,776,gr,860623,pesoGR
74073,846,ml,603266,volumenCm3
74074,258,ml,910843,volumenCm3
74075,238,ml,792646,volumenCm3
74076,89,ml,816257,volumenCm3
74077,94,ml,791607,volumenCm3
74078,88,ml,662257,volumenCm3
74079,21,ml,830896,pesoGR
74080,292,ml,784677,volumenCm3
74081,994,ml,741204,volumenCm3
74082,5,gr,946783,volumenCm3
74083,832,gr,654375,pesoGR
74084,552,gr,280512,volumenCm3
74085,566,gr,792619,pesoGR
74086,930,gr,894297,pesoGR
74087,964,gr,517244,pesoGR
74088,346,gr,688331,volumenCm3
74089,715,gr,730461,volumenCm3
74090,927,ml,261618,pesoGR
74091,960,gr,284959,pesoGR
74092,929,gr,637726,volumenCm3
74093,726,ml,433354,pesoGR
74094,803,gr,739771,pesoGR
74095,496,ml,186019,pesoGR
74096,440,gr,830577,pesoGR
74097,699,ml,337318,pesoGR
74098,955,gr,958377,pesoGR
74099,560,gr,565494,pesoGR
74100,254,gr,25165,volumenCm3
74101,495,gr,972762,volumenCm3
74102,984,ml,537471,pesoGR
74103,777,ml,333503,volumenCm3
74104,537,ml,763994,pesoGR
74105,36,ml,907809,pesoGR
74106,795,ml,226437,volumenCm3
74107,918,gr,909758,volumenCm3
74108,98,gr,852240,pesoGR
74109,904,ml,35533,volumenCm3
74110,781,ml,315326,volumenCm3
74111,665,ml,886293,pesoGR
74112,464,ml,740887,pesoGR
74113,435,gr,210988,pesoGR
74114,665,ml,887753,pesoGR
74115,677,ml,908087,volumenCm3
74116,736,ml,182201,pesoGR
74117,562,ml,660329,volumenCm3
74118,386,gr,371194,pesoGR
74119,455,ml,659812,volumenCm3
74120,490,ml,756212,volumenCm3
74121,992,gr,418816,pesoGR
74122,169,gr,815326,pesoGR
74123,750,gr,108242,volumenCm3
74124,250,gr,686732,pesoGR
74125,65,ml,337508,volumenCm3
74126,481,gr,519171,volumenCm3
74127,696,gr,314668,volumenCm3
74128,62,gr,877929,volumenCm3
74129,653,gr,776210,volumenCm3
74130,259,gr,944389,volumenCm3
74131,256,ml,330004,volumenCm3
74132,969,gr,78411,volumenCm3
74133,392,gr,794990,pesoGR
74134,746,gr,521621,volumenCm3
74135,174,ml,838683,volumenCm3
74136,870,gr,716404,pesoGR
74137,60,ml,906828,volumenCm3
74138,795,gr,828770,pesoGR
74139,930,gr,314729,pesoGR
74140,633,gr,696404,pesoGR
74141,700,ml,709815,volumenCm3
74142,621,ml,418232,pesoGR
74143,18,ml,436839,volumenCm3
74144,459,ml,972447,pesoGR
74145,169,ml,1197,pesoGR
74146,322,gr,756675,volumenCm3
74147,933,ml,832706,volumenCm3
74148,308,ml,334173,pesoGR
74149,885,gr,228171,volumenCm3
74150,981,ml,762573,volumenCm3
74151,907,ml,561884,volumenCm3
74152,650,ml,31360,volumenCm3
74153,771,ml,986040,pesoGR
74154,194,gr,473694,volumenCm3
74155,175,ml,185890,volumenCm3
74156,948,ml,389845,volumenCm3
74157,143,ml,349596,volumenCm3
74158,571,ml,381242,volumenCm3
74159,931,ml,105804,volumenCm3
74160,666,gr,642916,volumenCm3
74161,203,ml,973884,pesoGR
74162,425,gr,572770,pesoGR
74163,992,ml,641356,volumenCm3
74164,974,ml,40926,volumenCm3
74165,443,ml,273669,volumenCm3
74166,541,ml,41587,pesoGR
74167,840,gr,265354,volumenCm3
74168,658,gr,344585,volumenCm3
74169,480,gr,140934,volumenCm3
74170,213,gr,291242,volumenCm3
74171,490,gr,999802,volumenCm3
74172,507,ml,957409,volumenCm3
74173,675,gr,753811,pesoGR
74174,827,gr,181348,pesoGR
74175,83,gr,5760,volumenCm3
74176,483,ml,363921,pesoGR
74177,335,ml,809932,pesoGR
74178,361,gr,157409,pesoGR
74179,456,gr,400714,volumenCm3
74180,696,ml,160045,volumenCm3
74181,179,ml,308158,pesoGR
74182,465,ml,253830,volumenCm3
74183,746,gr,845773,volumenCm3
74184,433,gr,851656,volumenCm3
74185,551,gr,147852,volumenCm3
74186,160,gr,735937,volumenCm3
74187,401,ml,27611,pesoGR
74188,221,ml,404753,volumenCm3
74189,750,gr,605233,volumenCm3
74190,979,gr,56374,volumenCm3
74191,550,ml,244586,volumenCm3
74192,901,gr,588756,pesoGR
74193,670,gr,596175,volumenCm3
74194,912,ml,710642,volumenCm3
74195,314,ml,960072,pesoGR
74196,203,gr,488308,pesoGR
74197,227,ml,575689,volumenCm3
74198,293,ml,71971,volumenCm3
74199,462,gr,425922,volumenCm3
74200,996,gr,9499,volumenCm3
74201,559,ml,868929,volumenCm3
74202,683,ml,720345,pesoGR
74203,253,gr,919439,pesoGR
74204,934,ml,835408,volumenCm3
74205,530,gr,892406,volumenCm3
74206,978,gr,667494,pesoGR
74207,975,gr,327704,pesoGR
74208,780,gr,37045,pesoGR
74209,236,ml,848555,pesoGR
74210,979,ml,934986,pesoGR
74211,698,gr,952591,volumenCm3
74212,622,ml,277198,volumenCm3
74213,552,ml,674912,pesoGR
74214,937,ml,618585,pesoGR
74215,72,ml,403204,volumenCm3
74216,853,gr,627615,volumenCm3
74217,459,ml,499452,pesoGR
74218,46,ml,818134,pesoGR
74219,967,gr,94825,pesoGR
74220,940,ml,133720,pesoGR
74221,622,ml,530591,pesoGR
74222,308,ml,639144,volumenCm3
74223,558,ml,340028,volumenCm3
74224,198,gr,662359,volumenCm3
74225,655,gr,416017,pesoGR
74226,997,gr,705900,pesoGR
74227,627,ml,231916,pesoGR
74228,282,gr,474630,pesoGR
74229,67,gr,855999,volumenCm3
74230,985,gr,983299,pesoGR
74231,954,ml,734554,volumenCm3
74232,402,ml,184233,pesoGR
74233,464,ml,741292,volumenCm3
74234,951,gr,236933,pesoGR
74235,104,gr,209539,volumenCm3
74236,892,ml,940102,pesoGR
74237,260,gr,633200,pesoGR
74238,761,ml,677853,volumenCm3
74239,47,ml,11996,volumenCm3
74240,218,ml,970752,volumenCm3
74241,884,gr,590537,pesoGR
74242,622,ml,300762,volumenCm3
74243,661,gr,339087,pesoGR
74244,713,ml,39128,volumenCm3
74245,162,gr,259964,pesoGR
74246,399,gr,844241,volumenCm3
74247,402,gr,925194,volumenCm3
74248,81,gr,344134,pesoGR
74249,148,ml,457891,volumenCm3
74250,231,gr,117098,volumenCm3
74251,191,ml,461609,volumenCm3
74252,723,gr,138113,volumenCm3
74253,35,ml,551557,pesoGR
74254,63,gr,475829,pesoGR
74255,199,ml,293414,pesoGR
74256,258,ml,376149,pesoGR
74257,798,gr,801938,pesoGR
74258,704,ml,25685,pesoGR
74259,398,gr,520413,pesoGR
74260,104,gr,593633,pesoGR
74261,150,ml,500938,pesoGR
74262,237,ml,436517,volumenCm3
74263,439,ml,36624,pesoGR
74264,93,ml,167172,volumenCm3
74265,423,ml,970627,pesoGR
74266,749,ml,51971,pesoGR
74267,193,ml,730641,pesoGR
74268,778,ml,621630,pesoGR
74269,50,gr,772149,volumenCm3
74270,549,gr,990644,pesoGR
74271,472,gr,964729,pesoGR
74272,892,gr,702154,volumenCm3
74273,510,ml,771504,pesoGR
74274,503,gr,275557,pesoGR
74275,949,gr,42964,volumenCm3
74276,137,ml,446035,pesoGR
74277,559,gr,321403,volumenCm3
74278,533,ml,789101,pesoGR
74279,667,gr,288503,pesoGR
74280,422,gr,368884,volumenCm3
74281,153,ml,856397,volumenCm3
74282,756,gr,815167,volumenCm3
74283,485,ml,846603,pesoGR
74284,258,ml,524424,pesoGR
74285,437,gr,286141,pesoGR
74286,252,ml,491081,pesoGR
74287,713,gr,437377,volumenCm3
74288,328,gr,853909,volumenCm3
74289,385,ml,218058,volumenCm3
74290,817,ml,366240,volumenCm3
74291,196,gr,772709,volumenCm3
74292,114,gr,743233,pesoGR
74293,861,ml,517650,volumenCm3
74294,871,gr,658569,pesoGR
74295,619,gr,55639,volumenCm3
74296,732,gr,256412,volumenCm3
74297,116,gr,596646,volumenCm3
74298,170,gr,407342,volumenCm3
74299,783,gr,628657,pesoGR
74300,377,ml,467942,pesoGR
74301,233,gr,111861,pesoGR
74302,458,ml,788654,pesoGR
74303,100,ml,232642,volumenCm3
74304,671,ml,208463,volumenCm3
74305,256,ml,172257,pesoGR
74306,457,ml,115231,volumenCm3
74307,681,ml,172824,pesoGR
74308,918,gr,241633,volumenCm3
74309,663,gr,854020,volumenCm3
74310,800,ml,237562,volumenCm3
74311,413,gr,573707,pesoGR
74312,132,ml,837841,volumenCm3
74313,42,ml,313606,pesoGR
74314,577,gr,853717,pesoGR
74315,156,gr,927417,volumenCm3
74316,471,gr,190879,pesoGR
74317,84,gr,778381,volumenCm3
74318,858,ml,368546,volumenCm3
74319,343,ml,193490,pesoGR
74320,502,gr,768752,volumenCm3
74321,331,gr,72326,volumenCm3
74322,721,ml,378567,volumenCm3
74323,744,gr,386180,pesoGR
74324,541,ml,114637,pesoGR
74325,408,gr,787632,pesoGR
74326,923,gr,445982,pesoGR
74327,379,ml,528906,pesoGR
74328,838,ml,730673,volumenCm3
74329,486,ml,755909,volumenCm3
74330,340,ml,725783,volumenCm3
74331,439,gr,425898,volumenCm3
74332,184,ml,135518,pesoGR
74333,42,gr,976962,pesoGR
74334,516,gr,737595,volumenCm3
74335,340,gr,716483,volumenCm3
74336,98,ml,502301,volumenCm3
74337,553,gr,407425,volumenCm3
74338,16,ml,590036,volumenCm3
74339,138,gr,145690,volumenCm3
74340,651,ml,310996,pesoGR
74341,448,gr,15103,volumenCm3
74342,835,ml,972588,volumenCm3
74343,252,ml,870108,volumenCm3
74344,231,ml,865823,pesoGR
74345,214,ml,989845,volumenCm3
74346,813,ml,544459,pesoGR
74347,841,gr,257159,pesoGR
74348,522,ml,729651,pesoGR
74349,831,gr,511176,pesoGR
74350,569,ml,896767,volumenCm3
74351,508,ml,662293,pesoGR
74352,993,ml,281498,pesoGR
74353,666,gr,598171,pesoGR
74354,967,gr,695610,pesoGR
74355,871,ml,926189,pesoGR
74356,799,ml,918546,volumenCm3
74357,713,ml,30434,pesoGR
74358,349,gr,728123,volumenCm3
74359,534,gr,883206,pesoGR
74360,562,ml,716879,pesoGR
74361,723,gr,788065,volumenCm3
74362,7,gr,671397,volumenCm3
74363,604,ml,393093,pesoGR
74364,198,ml,840275,pesoGR
74365,791,gr,819009,pesoGR
74366,500,ml,894077,pesoGR
74367,291,gr,95131,pesoGR
74368,980,ml,109035,pesoGR
74369,274,ml,871359,pesoGR
74370,650,ml,590161,volumenCm3
74371,664,ml,780084,pesoGR
74372,719,ml,482157,volumenCm3
74373,748,gr,309313,pesoGR
74374,376,gr,919612,volumenCm3
74375,639,ml,982712,pesoGR
74376,907,gr,87843,pesoGR
74377,511,ml,970480,volumenCm3
74378,936,gr,754564,pesoGR
74379,626,ml,859693,pesoGR
74380,148,gr,250560,pesoGR
74381,513,gr,470047,pesoGR
